text,primary_emotion,secondary_emotion
I understand Streamlit very well while preparing for interviews.,Confident,
I completed my Physics assignment successfully while attending lectures although i enjoy experimenting with physics while attending lectures.,Confident,Curious
I enjoy helping others understand Kubernetes while solving previous papers yet i want to understand every concept of kubernetes while solving previous papers.,Confident,Curious
I want to master Git while preparing for interviews.,Curious,
I am interested in advanced MySQL concepts while attending lectures at the same time i don't know which approach to use in mysql while attending lectures.,Curious,Confused
I feel sleepy while studying Physics while attending lectures but i always get confused between similar topics in physics while attending lectures.,Bored,Confused
I wish MySQL was more interesting while studying late at night.,Bored,
I don't understand why my solution is wrong in Discrete Mathematics while solving assignments.,Confused,
I feel exhausted attending Digital Electronics lectures while reading textbooks but i am frustrated with digital electronics while reading textbooks.,Bored,Frustrated
I want to become an expert in Blockchain during online classes.,Curious,
I want to learn real-world applications of SQL while debugging.,Curious,
I want to become an expert in Computer Networks while completing homework.,Curious,
I don't know how to solve Flutter while debugging however i lose confidence every time i study flutter while debugging.,Confused,Frustrated
I get bored reading Software Engineering books while reading textbooks while i am tired of debugging software engineering while reading textbooks.,Bored,Frustrated
I feel prepared for my Computer Vision exam while reading textbooks.,Confident,
I can answer any question related to MongoDB while preparing notes and i am tired of debugging mongodb while preparing notes.,Confident,Frustrated
I don't enjoy learning Chemistry anymore during online classes but i don't know where i am making mistakes in chemistry during online classes.,Bored,Confused
I completed my AWS assignment successfully while studying late at night.,Confident,
I am excited to study Computer Architecture while practicing coding because i feel prepared for my computer architecture exam while practicing coding.,Curious,Confident
I read the topic many times but still don't understand Docker while practicing coding.,Confused,
I keep failing while practicing NLP while solving previous papers.,Frustrated,
I want to master Chemistry while reading textbooks.,Curious,
I understand Flutter very well during lab sessions.,Confident,
I don't feel motivated to study Android Development while reading textbooks although i feel completely lost while studying android development while reading textbooks.,Bored,Confused
I don't know why IoT is so difficult while preparing notes.,Frustrated,
I am interested in advanced Calculus concepts while practicing coding.,Curious,
I want to participate in competitions related to Biology while solving assignments.,Curious,
I built a complete application using Computer Architecture while preparing notes yet i keep making the same mistakes in computer architecture while preparing notes.,Confident,Frustrated
I am not interested in Operating Systems anymore while practicing coding.,Bored,
I read the topic many times but still don't understand CSS while building projects.,Confused,
I feel like giving up on Compiler Design while solving previous papers.,Frustrated,
I feel exhausted attending Android Development lectures while reading textbooks.,Bored,
I postpone studying Data Science because it feels boring while preparing notes.,Bored,
I feel exhausted attending Java lectures while writing code.,Bored,
I cannot stay focused during Streamlit while attending lectures and i don't understand the syntax of streamlit while attending lectures.,Bored,Confused
I cannot differentiate the concepts in Kubernetes while solving assignments.,Confused,
I cannot understand the logic behind Flutter while attending lectures.,Confused,
I cannot stay focused during Data Science while debugging.,Bored,
I enjoy exploring new ideas in Ethical Hacking while solving previous papers because i don't enjoy practicing ethical hacking while solving previous papers.,Curious,Bored
I want to know more about Streamlit during lab sessions.,Curious,
I built a complete application using Algorithms while attending lectures although i keep getting errors while learning algorithms while attending lectures.,Confident,Frustrated
I enjoy experimenting with C while solving assignments.,Curious,
I don't know how to solve Mathematics while debugging.,Confused,
I cannot stay focused during Kubernetes while debugging while i always fail in kubernetes while debugging.,Bored,Frustrated
I don't like solving Docker problems anymore while solving assignments.,Bored,
I cannot stay focused during Discrete Mathematics while writing code although i always fail in discrete mathematics while writing code.,Bored,Frustrated
I want to know more about DBMS while preparing notes even though i practice dbms every day while preparing notes.,Curious,Confident
I enjoy helping others understand Linux while reading textbooks.,Confident,
I feel bored while studying Linux while reading textbooks.,Bored,
I can solve difficult Linear Algebra questions while solving assignments.,Confident,
I find Ethical Hacking repetitive while attending lectures.,Bored,
I cannot understand the examples of Data Structures while solving assignments even though i want to learn beyond my syllabus in data structures while solving assignments.,Confused,Curious
I can complete Streamlit tasks without help during lab sessions.,Confident,
I always fail in Machine Learning while solving assignments.,Frustrated,
I am tired of debugging Computer Networks while reading textbooks.,Frustrated,
I keep making the same mistakes in Blockchain while attending lectures.,Frustrated,
I don't know why Cyber Security is so difficult while preparing for interviews.,Frustrated,
I wish Computer Vision was more interesting while solving previous papers.,Bored,
I don't know where I am making mistakes in Java during lab sessions but i feel like giving up on java during lab sessions.,Confused,Frustrated
I practice IoT every day before exams.,Confident,
I built a complete application using Azure while practicing coding.,Confident,
I feel overwhelmed while studying Calculus while debugging.,Frustrated,
I am interested in advanced JavaScript concepts while solving assignments.,Curious,
I enjoy solving advanced DBMS problems while practicing coding and i enjoy solving difficult problems in dbms while practicing coding.,Confident,Curious
I feel prepared for my React exam while preparing notes although i am interested in advanced react concepts while preparing notes.,Confident,Curious
I am exhausted after practicing SQL while solving assignments.,Frustrated,
I cannot concentrate while learning MongoDB while writing code.,Bored,
I feel overwhelmed while studying Cloud Computing while attending lectures.,Frustrated,
I don't enjoy learning Ethical Hacking anymore while building projects because i am tired of debugging ethical hacking while building projects.,Bored,Frustrated
I scored excellent marks in Biology while preparing for interviews.,Confident,
I feel overwhelmed while studying Software Engineering during lab sessions.,Frustrated,
I postpone studying AWS because it feels boring while writing code.,Bored,
I want to improve my knowledge in Calculus while preparing notes although i don't understand why my solution is wrong in calculus while preparing notes.,Curious,Confused
I want to know more about Physics while writing code.,Curious,
I scored excellent marks in Artificial Intelligence while reading textbooks.,Confident,
I don't understand the syntax of Chemistry while debugging.,Confused,
I can answer any question related to IoT during online classes because i enjoy exploring new ideas in iot during online classes.,Confident,Curious
I spent hours studying Java but still failed while writing code.,Frustrated,
I am improving continuously in Digital Electronics during online classes although i keep getting errors while learning digital electronics during online classes.,Confident,Frustrated
I get confused every time I practice Kubernetes while solving previous papers.,Confused,
I cannot concentrate while learning GitHub while preparing for interviews.,Bored,
I cannot understand the logic behind C while preparing notes.,Confused,
I enjoy helping others understand JavaScript while studying late at night however i enjoy solving difficult problems in javascript while studying late at night.,Confident,Curious
I keep getting distracted during Statistics during online classes yet i don't know which approach to use in statistics during online classes.,Bored,Confused
I wish SQL was more interesting while reading textbooks.,Bored,
I cannot stay focused during Blockchain while solving previous papers.,Bored,
I worked very hard but still don't understand Chemistry during online classes and i can teach chemistry to my friends during online classes.,Frustrated,Confident
I want to master Algorithms while solving previous papers.,Curious,
I completed my Java assignment successfully while preparing for interviews however i am frustrated with java while preparing for interviews.,Confident,Frustrated
I am confident in Compiler Design while building projects.,Confident,
I lose my attention quickly in Software Engineering while attending lectures.,Bored,
I enjoy experimenting with React while solving previous papers and i cannot understand the examples of react while solving previous papers.,Curious,Confused
I don't know which approach to use in NLP while studying late at night but i want to learn beyond my syllabus in nlp while studying late at night.,Confused,Curious
I want to improve my knowledge in Node.js while preparing notes even though i am unable to understand node.js while preparing notes.,Curious,Confused
I keep getting confused whenever I study Python during lab sessions at the same time i cannot solve even simple problems in python during lab sessions.,Confused,Frustrated
I can answer any question related to Calculus while practicing coding.,Confident,
I can teach Deep Learning to my friends while building projects and i spent hours studying deep learning but still failed while building projects.,Confident,Frustrated
I am excited to study Digital Electronics while building projects because i practice digital electronics every day while building projects.,Curious,Confident
I want to know more about HTML while completing homework.,Curious,
I am tired of debugging Docker while writing code.,Frustrated,
I lose interest in Discrete Mathematics while attending lectures.,Bored,
I enjoy asking questions about Data Structures while writing code.,Curious,
I feel completely lost while studying Flutter while attending lectures.,Confused,
I can answer any question related to Streamlit during online classes.,Confident,
I feel prepared for my C++ exam while writing code.,Confident,
I cannot solve even simple problems in JavaScript while debugging.,Frustrated,
I cannot solve even simple problems in C while studying late at night.,Frustrated,
I don't enjoy learning MongoDB anymore while preparing for interviews.,Bored,
I can answer any question related to MySQL while writing code.,Confident,
I want to participate in competitions related to IoT during online classes even though i scored excellent marks in iot during online classes.,Curious,Confident
I enjoy learning CSS while reading textbooks.,Curious,
I practice React every day before exams.,Confident,
I cannot complete my Cloud Computing assignment while practicing coding.,Frustrated,
I don't know how to solve Git while practicing coding.,Confused,
I am stressed because of Software Engineering while building projects.,Frustrated,
I want to master MongoDB while studying late at night.,Curious,
I solved all coding challenges in Operating Systems while studying late at night.,Confident,
I am frustrated with Ethical Hacking while building projects.,Frustrated,
I wish NLP was more interesting while solving previous papers.,Bored,
I cannot solve even simple problems in AWS while completing homework.,Frustrated,
I enjoy solving difficult problems in Software Engineering while studying late at night however i enjoy helping others understand software engineering while studying late at night.,Curious,Confident
I enjoy learning Data Science during lab sessions.,Curious,
I want to learn beyond my syllabus in Computer Architecture while attending lectures although i don't know which approach to use in computer architecture while attending lectures.,Curious,Confused
I am stressed because of Python while solving assignments.,Frustrated,
I understand React very well while solving previous papers.,Confident,
I don't understand the syntax of Computer Architecture while attending lectures.,Confused,
I enjoy solving advanced Algorithms problems while reading textbooks while i like discovering new topics in algorithms while reading textbooks.,Confident,Curious
I cannot concentrate while learning IoT while preparing for interviews.,Bored,
I keep asking questions because JavaScript confuses me during online classes.,Confused,
I like discovering new topics in Azure before exams although i am unable to understand azure before exams.,Curious,Confused
I am improving continuously in Java before exams although i enjoy exploring new ideas in java before exams.,Confident,Curious
I cannot solve even simple problems in Artificial Intelligence while building projects.,Frustrated,
I feel sleepy while studying React during lab sessions.,Bored,
I am confident in Calculus while solving assignments.,Confident,
I can teach Java to my friends while writing code.,Confident,
I cannot differentiate the concepts in Data Science during lab sessions.,Confused,
I want to build innovative solutions using Mathematics while debugging.,Curious,
I don't enjoy practicing Linear Algebra while reading textbooks and i keep making the same mistakes in linear algebra while reading textbooks.,Bored,Frustrated
I want to learn real-world applications of Deep Learning while reading textbooks although i scored excellent marks in deep learning while reading textbooks.,Curious,Confident
I feel lazy whenever I open Operating Systems while studying late at night even though i am exhausted after practicing operating systems while studying late at night.,Bored,Frustrated
I enjoy solving difficult problems in Digital Electronics while solving assignments however i don't know which approach to use in digital electronics while solving assignments.,Curious,Confused
I want to build projects using Compiler Design while preparing notes.,Curious,
I practice Cloud Computing every day during online classes.,Confident,
I keep asking questions because Artificial Intelligence confuses me while practicing coding.,Confused,
I feel comfortable learning Digital Electronics while solving assignments at the same time i enjoy solving difficult problems in digital electronics while solving assignments.,Confident,Curious
I get bored reading Android Development books while building projects.,Bored,
I cannot finish my project using Biology during lab sessions.,Frustrated,
I feel exhausted attending Software Engineering lectures while solving previous papers.,Bored,
I cannot differentiate the concepts in Statistics while solving assignments but i enjoy asking questions about statistics while solving assignments.,Confused,Curious
I completed my project using Linux successfully while writing code.,Confident,
I cannot solve even simple problems in JavaScript before exams.,Frustrated,
I feel lazy whenever I open Blockchain while solving previous papers.,Bored,
I don't know why Deep Learning is so difficult while reading textbooks.,Frustrated,
I want to become an expert in C while preparing notes.,Curious,
I enjoy learning Docker while practicing coding however i completed my project using docker successfully while practicing coding.,Curious,Confident
I don't understand the syntax of CSS during online classes.,Confused,
I can debug Android Development programs easily during lab sessions.,Confident,
I want to explore research in Computer Networks while preparing notes however i scored excellent marks in computer networks while preparing notes.,Curious,Confident
I keep getting distracted during IoT while attending lectures.,Bored,
I always get confused between similar topics in Mathematics while debugging.,Confused,
I want to learn beyond my syllabus in SQL before exams however i don't enjoy learning sql anymore before exams.,Curious,Bored
I don't know where I am making mistakes in Azure while building projects.,Confused,
I keep asking questions because Computer Networks confuses me while reading textbooks.,Confused,
I want to build projects using Compiler Design before exams.,Curious,
I feel prepared for my Node.js exam while solving assignments.,Confident,
I keep getting confused whenever I study Data Science while completing homework yet i want to participate in competitions related to data science while completing homework.,Confused,Curious
I want to build projects using Streamlit while debugging.,Curious,
I feel sleepy while studying Streamlit while solving previous papers.,Bored,
I feel disappointed with my performance in Physics while practicing coding while i can teach physics to my friends while practicing coding.,Frustrated,Confident
I want to explore research in Git while solving assignments.,Curious,
I keep forgetting the concepts of Digital Electronics while practicing coding.,Confused,
I completed my Cloud Computing assignment successfully during lab sessions.,Confident,
I am unable to understand Node.js during lab sessions yet i spent hours studying node.js but still failed during lab sessions.,Confused,Frustrated
I feel like giving up on MySQL while solving previous papers.,Frustrated,
I want to build innovative solutions using Compiler Design while debugging.,Curious,
I want to explore research in Statistics while completing homework.,Curious,
I want to explore research in DBMS while reading textbooks.,Curious,
I cannot understand the logic behind Digital Electronics while studying late at night although i keep getting errors while learning digital electronics while studying late at night.,Confused,Frustrated
I cannot understand the logic behind Physics before exams even though i feel overwhelmed while studying physics before exams.,Confused,Frustrated
I don't understand Machine Learning while building projects and i am interested in advanced machine learning concepts while building projects.,Confused,Curious
I like discovering new topics in GitHub while building projects.,Curious,
I keep forgetting the concepts of Physics while studying late at night and i want to understand every concept of physics while studying late at night.,Confused,Curious
I cannot stay focused during Java during online classes even though i don't know why java is so difficult during online classes.,Bored,Frustrated
I am excited to study Ethical Hacking while reading textbooks even though i don't know which approach to use in ethical hacking while reading textbooks.,Curious,Confused
I am frustrated with Digital Electronics during online classes.,Frustrated,
I want to participate in competitions related to Node.js while studying late at night yet i don't feel motivated to study node.js while studying late at night.,Curious,Bored
I am unable to understand DBMS while writing code because i want to explore research in dbms while writing code.,Confused,Curious
I can solve difficult CSS questions while debugging.,Confident,
I am excited to study Linux while building projects.,Curious,
I built a complete application using C++ during online classes.,Confident,
I can solve difficult Artificial Intelligence questions while practicing coding.,Confident,
I enjoy learning Data Science while solving assignments at the same time i understand data science very well while solving assignments.,Curious,Confident
I am excited to study Data Science while debugging.,Curious,
I enjoy solving difficult problems in NLP while solving assignments.,Curious,
I built a complete application using Mathematics while writing code because i enjoy experimenting with mathematics while writing code.,Confident,Curious
I postpone studying Android Development because it feels boring during online classes.,Bored,
I don't know how to start learning HTML before exams.,Confused,
I built a complete application using Flutter while solving assignments however i want to participate in competitions related to flutter while solving assignments.,Confident,Curious
I enjoy solving difficult problems in MySQL while practicing coding because i completed my project using mysql successfully while practicing coding.,Curious,Confident
I postpone studying Blockchain because it feels boring while reading textbooks even though i cannot differentiate the concepts in blockchain while reading textbooks.,Bored,Confused
I am exhausted after practicing Calculus while preparing notes.,Frustrated,
I cannot finish my project using Computer Architecture while writing code.,Frustrated,
I can answer any question related to Computer Architecture while studying late at night.,Confident,
I keep getting errors while learning Data Science during lab sessions.,Frustrated,
I lose confidence every time I study Computer Architecture during online classes.,Frustrated,
I scored excellent marks in Software Engineering while preparing notes.,Confident,
I feel bored while studying Blockchain before exams.,Bored,
I don't like solving Blockchain problems anymore while reading textbooks while i keep forgetting the concepts of blockchain while reading textbooks.,Bored,Confused
I am confused about Ethical Hacking during lab sessions.,Confused,
I feel disappointed with my performance in Blockchain while solving previous papers while i feel prepared for my blockchain exam while solving previous papers.,Frustrated,Confident
I solved all coding challenges in Data Structures while solving previous papers.,Confident,
I understand Azure very well while attending lectures.,Confident,
I am interested in advanced Statistics concepts while studying late at night.,Curious,
I am frustrated with MySQL while attending lectures.,Frustrated,
I keep making the same mistakes in Android Development while writing code.,Frustrated,
I cannot understand the logic behind Discrete Mathematics during online classes.,Confused,
I can solve difficult Node.js questions while solving assignments.,Confident,
I want to build projects using Cloud Computing while practicing coding but i don't know where i am making mistakes in cloud computing while practicing coding.,Curious,Confused
I enjoy solving difficult problems in Compiler Design while attending lectures.,Curious,
I am unable to understand MySQL while preparing notes yet i want to improve my knowledge in mysql while preparing notes.,Confused,Curious
I want to master Discrete Mathematics during lab sessions.,Curious,
I don't know where I am making mistakes in Digital Electronics while building projects.,Confused,
I don't know why Mathematics is so difficult while attending lectures.,Frustrated,
I feel bored while studying NLP while writing code.,Bored,
I cannot concentrate while learning Blockchain while writing code.,Bored,
I lose my attention quickly in Git during lab sessions.,Bored,
I don't know which approach to use in Digital Electronics while studying late at night.,Confused,
I want to learn real-world applications of JavaScript while attending lectures.,Curious,
I keep getting distracted during Flutter while studying late at night.,Bored,
I cannot stay focused during Operating Systems while solving assignments because i keep getting errors while learning operating systems while solving assignments.,Bored,Frustrated
I like discovering new topics in Computer Networks while preparing notes at the same time i cannot stay engaged while learning computer networks while preparing notes.,Curious,Bored
I want to learn real-world applications of Cloud Computing while reading textbooks.,Curious,
I keep failing while practicing Linear Algebra while studying late at night.,Frustrated,
I don't like solving Computer Architecture problems anymore while attending lectures.,Bored,
I keep failing while practicing Ethical Hacking while reading textbooks.,Frustrated,
I can teach IoT to my friends while preparing for interviews but i hate working on iot while preparing for interviews.,Confident,Frustrated
I don't know how to solve Discrete Mathematics while writing code because i want to become an expert in discrete mathematics while writing code.,Confused,Curious
I worked very hard but still don't understand DBMS while writing code because i am confident in dbms while writing code.,Frustrated,Confident
I find HTML repetitive during online classes.,Bored,
I don't know how to start learning Algorithms during online classes.,Confused,
I enjoy exploring new ideas in Mathematics while debugging.,Curious,
I feel prepared for my Cloud Computing exam while solving previous papers.,Confident,
I enjoy experimenting with Android Development during online classes yet i can answer any question related to android development during online classes.,Curious,Confident
I enjoy solving advanced C problems during online classes even though i cannot finish my project using c during online classes.,Confident,Frustrated
I want to participate in competitions related to IoT before exams.,Curious,
I keep getting distracted during Computer Vision while debugging.,Bored,
I solved all coding challenges in IoT while attending lectures.,Confident,
I feel completely lost while studying HTML during lab sessions at the same time i like discovering new topics in html during lab sessions.,Confused,Curious
I keep getting errors while learning Statistics while preparing notes.,Frustrated,
I feel like giving up on Machine Learning during online classes.,Frustrated,
I feel overwhelmed while studying Python while practicing coding.,Frustrated,
I read the topic many times but still don't understand NLP while preparing notes although i want to build innovative solutions using nlp while preparing notes.,Confused,Curious
I don't know how to start learning Node.js during online classes.,Confused,
I understand Cloud Computing very well while reading textbooks.,Confident,
I feel bored while studying Compiler Design while solving previous papers.,Bored,
I feel bored while studying Calculus before exams although i cannot differentiate the concepts in calculus before exams.,Bored,Confused
I want to improve my knowledge in Ethical Hacking while studying late at night.,Curious,
I can answer any question related to Chemistry while practicing coding.,Confident,
I don't know how to start learning Java while attending lectures while i am stressed because of java while attending lectures.,Confused,Frustrated
I can complete NLP tasks without help during lab sessions.,Confident,
I feel like giving up on HTML while practicing coding.,Frustrated,
I postpone studying C++ because it feels boring while practicing coding.,Bored,
I love reading about Digital Electronics while preparing notes.,Curious,
I lose confidence every time I study DBMS while solving previous papers at the same time i feel prepared for my dbms exam while solving previous papers.,Frustrated,Confident
I want to understand every concept of Deep Learning while solving previous papers however i scored excellent marks in deep learning while solving previous papers.,Curious,Confident
I want to learn real-world applications of Algorithms while studying late at night.,Curious,
I can teach Statistics to my friends while reading textbooks.,Confident,
I want to become an expert in JavaScript during lab sessions at the same time i completed my project using javascript successfully during lab sessions.,Curious,Confident
I don't understand why my solution is wrong in NLP while completing homework.,Confused,
I enjoy learning JavaScript while writing code at the same time i don't understand javascript while writing code.,Curious,Confused
I want to become an expert in Compiler Design while attending lectures.,Curious,
I lose my attention quickly in MySQL while reading textbooks even though i keep failing while practicing mysql while reading textbooks.,Bored,Frustrated
I like discovering new topics in Docker during lab sessions.,Curious,
I feel comfortable learning Git before exams.,Confident,
I don't like solving Software Engineering problems anymore while practicing coding yet i hate working on software engineering while practicing coding.,Bored,Frustrated
I want to become an expert in Mathematics while solving assignments.,Curious,
I don't know how to solve Java while solving previous papers.,Confused,
I am stressed because of JavaScript while attending lectures.,Frustrated,
I keep making the same mistakes in SQL while studying late at night.,Frustrated,
I cannot finish my project using Cyber Security while writing code.,Frustrated,
I feel sleepy while studying CSS before exams.,Bored,
I am excited to study Flutter while preparing for interviews.,Curious,
I always get confused between similar topics in JavaScript while completing homework.,Confused,
I enjoy helping others understand IoT during lab sessions.,Confident,
I don't know how to start learning SQL while completing homework.,Confused,
I don't feel excited about MySQL during lab sessions and i get confused every time i practice mysql during lab sessions.,Bored,Confused
I feel prepared for my Data Structures exam while reading textbooks.,Confident,
I practice IoT every day while reading textbooks yet i lose confidence every time i study iot while reading textbooks.,Confident,Frustrated
I cannot concentrate while learning Kubernetes while preparing notes.,Bored,
I solved all coding challenges in Linear Algebra while preparing notes.,Confident,
I keep getting errors while learning Ethical Hacking while completing homework.,Frustrated,
I cannot understand the logic behind Machine Learning while completing homework.,Confused,
I am confident in Ethical Hacking before exams.,Confident,
I read the topic many times but still don't understand Biology before exams even though i always fail in biology before exams.,Confused,Frustrated
I enjoy solving difficult problems in Cyber Security while preparing for interviews at the same time i am confident in cyber security while preparing for interviews.,Curious,Confident
I can complete Cyber Security tasks without help while writing code.,Confident,
I feel prepared for my Statistics exam while completing homework.,Confident,
I enjoy exploring new ideas in Discrete Mathematics before exams.,Curious,
I postpone studying Operating Systems because it feels boring while completing homework.,Bored,
I feel lazy whenever I open Mathematics during lab sessions.,Bored,
I feel sleepy while studying AWS while writing code.,Bored,
I cannot complete my Calculus assignment during online classes.,Frustrated,
I practice Azure every day while solving previous papers.,Confident,
I don't like solving Algorithms problems anymore while solving previous papers at the same time i don't know which approach to use in algorithms while solving previous papers.,Bored,Confused
I am unable to understand C while writing code.,Confused,
I don't know which approach to use in Machine Learning while writing code.,Confused,
I can debug Mathematics programs easily while writing code.,Confident,
I feel lazy whenever I open Blockchain while attending lectures.,Bored,
I cannot understand the logic behind Discrete Mathematics while debugging.,Confused,
I cannot finish my project using JavaScript while writing code.,Frustrated,
I don't feel excited about Deep Learning during lab sessions while i don't know why deep learning is so difficult during lab sessions.,Bored,Frustrated
I don't like solving IoT problems anymore while preparing notes yet i get confused every time i practice iot while preparing notes.,Bored,Confused
I don't understand why my solution is wrong in Ethical Hacking while writing code while i cannot complete my ethical hacking assignment while writing code.,Confused,Frustrated
I always get confused between similar topics in Biology while practicing coding.,Confused,
I find IoT extremely difficult while building projects while i love reading about iot while building projects.,Confused,Curious
I feel disappointed with my performance in Artificial Intelligence while writing code.,Frustrated,
I want to master Linear Algebra before exams although i find linear algebra repetitive before exams.,Curious,Bored
I want to learn real-world applications of Linear Algebra while reading textbooks.,Curious,
I cannot understand the logic behind Data Science while practicing coding.,Confused,
I want to build projects using Physics while studying late at night.,Curious,
I completed my project using Python successfully during lab sessions.,Confident,
I cannot differentiate the concepts in Docker while building projects.,Confused,
I keep getting confused whenever I study Biology while studying late at night.,Confused,
I always fail in DBMS while solving assignments.,Frustrated,
I love reading about Cloud Computing while reading textbooks.,Curious,
I spent hours studying Ethical Hacking but still failed while attending lectures.,Frustrated,
I feel sleepy while studying Compiler Design while building projects.,Bored,
I solved all the problems in Java while completing homework.,Confident,
I feel lazy whenever I open Artificial Intelligence while practicing coding.,Bored,
I want to explore research in Linear Algebra while debugging and i am confused about linear algebra while debugging.,Curious,Confused
I get bored reading Cloud Computing books before exams.,Bored,
I cannot stay focused during Biology while attending lectures yet i cannot understand the examples of biology while attending lectures.,Bored,Confused
I don't enjoy learning Data Structures anymore while debugging.,Bored,
I am interested in advanced IoT concepts while building projects.,Curious,
I am unable to understand Artificial Intelligence while building projects.,Confused,
I am excited to study Data Science while solving previous papers however i cannot understand the logic behind data science while solving previous papers.,Curious,Confused
I can solve difficult Software Engineering questions while writing code although i enjoy exploring new ideas in software engineering while writing code.,Confident,Curious
I built a complete application using C before exams.,Confident,
I feel bored while studying JavaScript while studying late at night.,Bored,
I want to understand every concept of Statistics while writing code however i feel bored while studying statistics while writing code.,Curious,Bored
I feel mentally tired because of Operating Systems while solving previous papers.,Frustrated,
I am excited to study C while building projects but i am confident in c while building projects.,Curious,Confident
I find Node.js repetitive while attending lectures at the same time i lose confidence every time i study node.js while attending lectures.,Bored,Frustrated
I am exhausted after practicing MongoDB while solving assignments.,Frustrated,
I can complete Java tasks without help while solving assignments.,Confident,
I like discovering new topics in CSS during online classes.,Curious,
I can complete Deep Learning tasks without help before exams.,Confident,
I cannot understand the logic behind Cloud Computing while debugging at the same time i want to become an expert in cloud computing while debugging.,Confused,Curious
I feel comfortable learning GitHub while debugging yet i enjoy learning github while debugging.,Confident,Curious
I don't like solving React problems anymore while attending lectures although i don't understand why my solution is wrong in react while attending lectures.,Bored,Confused
I want to learn real-world applications of Flutter while debugging.,Curious,
I don't feel excited about Cyber Security while preparing notes because i keep getting errors while learning cyber security while preparing notes.,Bored,Frustrated
I feel mentally tired because of Deep Learning while attending lectures.,Frustrated,
I don't know how to solve CSS while attending lectures.,Confused,
I want to learn real-world applications of HTML while practicing coding however i don't know where i am making mistakes in html while practicing coding.,Curious,Confused
I feel bored while studying Statistics while reading textbooks.,Bored,
I lose interest in Cyber Security while writing code even though i worked very hard but still don't understand cyber security while writing code.,Bored,Frustrated
I am unable to understand AWS during lab sessions.,Confused,
I like discovering new topics in SQL while studying late at night although i believe i have mastered sql while studying late at night.,Curious,Confident
I enjoy helping others understand Compiler Design while practicing coding.,Confident,
I keep asking questions because Compiler Design confuses me while writing code because i want to learn beyond my syllabus in compiler design while writing code.,Confused,Curious
I enjoy exploring new ideas in DBMS while completing homework.,Curious,
I want to build projects using Software Engineering while building projects because i keep forgetting the concepts of software engineering while building projects.,Curious,Confused
I solved all the problems in Linux while preparing notes.,Confident,
I love reading about Computer Vision while building projects.,Curious,
I want to learn real-world applications of Docker while solving previous papers.,Curious,
I completed my Java assignment successfully while solving previous papers.,Confident,
I always fail in Python while debugging.,Frustrated,
I don't know how to solve Compiler Design while reading textbooks.,Confused,
I want to become an expert in Cyber Security while practicing coding while i keep forgetting the concepts of cyber security while practicing coding.,Curious,Confused
I can teach HTML to my friends while reading textbooks.,Confident,
I don't feel motivated to study Android Development while solving previous papers.,Bored,
I don't know where I am making mistakes in IoT during online classes.,Confused,
I feel disappointed with my performance in Software Engineering while completing homework.,Frustrated,
I don't know where I am making mistakes in Linux while writing code.,Confused,
I want to build projects using Computer Vision while preparing for interviews.,Curious,
I hate working on Computer Architecture during online classes at the same time i can solve difficult computer architecture questions during online classes.,Frustrated,Confident
I enjoy learning Digital Electronics while studying late at night.,Curious,
I feel sleepy while studying GitHub while attending lectures.,Bored,
I scored excellent marks in Software Engineering while writing code.,Confident,
I feel prepared for my Statistics exam while solving assignments and i want to build innovative solutions using statistics while solving assignments.,Confident,Curious
I can answer any question related to Machine Learning while preparing for interviews yet i want to understand every concept of machine learning while preparing for interviews.,Confident,Curious
I built a complete application using Operating Systems during online classes and i always fail in operating systems during online classes.,Confident,Frustrated
I can debug SQL programs easily while debugging.,Confident,
I want to participate in competitions related to Biology before exams.,Curious,
I feel mentally tired because of Streamlit while attending lectures.,Frustrated,
I don't understand Software Engineering while building projects however i like discovering new topics in software engineering while building projects.,Confused,Curious
I find Linear Algebra repetitive while attending lectures.,Bored,
I lose interest in Digital Electronics while preparing for interviews but i keep asking questions because digital electronics confuses me while preparing for interviews.,Bored,Confused
I feel prepared for my CSS exam while completing homework although i enjoy asking questions about css while completing homework.,Confident,Curious
I get confused every time I practice Cloud Computing while solving assignments at the same time i cannot solve even simple problems in cloud computing while solving assignments.,Confused,Frustrated
I am improving continuously in Streamlit while building projects but i want to improve my knowledge in streamlit while building projects.,Confident,Curious
I want to master Computer Architecture while attending lectures.,Curious,
I get bored reading SQL books during lab sessions at the same time i find sql extremely difficult during lab sessions.,Bored,Confused
I want to learn beyond my syllabus in Discrete Mathematics while preparing for interviews.,Curious,
I feel comfortable learning Cloud Computing while studying late at night even though i keep getting errors while learning cloud computing while studying late at night.,Confident,Frustrated
I completed my project using GitHub successfully while completing homework yet i want to master github while completing homework.,Confident,Curious
I don't know how to start learning Ethical Hacking while preparing for interviews.,Confused,
I lose confidence every time I study Java while attending lectures.,Frustrated,
I like discovering new topics in Computer Vision while practicing coding.,Curious,
I don't feel excited about Streamlit while studying late at night.,Bored,
I don't understand why my solution is wrong in Compiler Design while writing code however i want to learn beyond my syllabus in compiler design while writing code.,Confused,Curious
I am excited to study Mathematics while building projects while i feel prepared for my mathematics exam while building projects.,Curious,Confident
I don't understand Computer Vision while studying late at night.,Confused,
I want to understand every concept of Software Engineering during online classes.,Curious,
I enjoy experimenting with Digital Electronics while preparing for interviews.,Curious,
I want to participate in competitions related to Mathematics during online classes however i don't know which approach to use in mathematics during online classes.,Curious,Confused
I cannot understand the logic behind DBMS while completing homework.,Confused,
