text,Bored,Confident,Confused,Curious,Frustrated
I want to explore research in Flutter before exams.,0,0,0,1,0
I am improving continuously in Physics before exams.,0,1,0,0,0
I enjoy experimenting with C++ while preparing for interviews.,0,0,0,1,0
I am exhausted after practicing Data Science while preparing for interviews.,0,0,0,0,1
I enjoy solving advanced Deep Learning problems while reading textbooks.,0,1,0,0,0
I postpone studying React because it feels boring while studying late at night.,1,0,0,0,0
I don't understand the syntax of Data Structures while writing code.,0,0,1,0,0
I keep making the same mistakes in Algorithms while completing homework.,0,0,0,0,1
I want to explore research in Digital Electronics while preparing for interviews.,0,0,0,1,0
I don't enjoy learning JavaScript anymore while preparing notes.,1,0,0,0,0
I want to participate in competitions related to HTML while attending lectures at the same time i always get confused between similar topics in html while attending lectures.,0,0,1,1,0
I cannot understand the examples of Linux while debugging.,0,0,1,0,0
I don't feel motivated to study Linear Algebra while attending lectures.,1,0,0,0,0
I can answer any question related to MySQL before exams.,0,1,0,0,0
I feel sleepy while studying DBMS while attending lectures yet i don't know where i am making mistakes in dbms while attending lectures.,1,0,1,0,0
I enjoy learning Machine Learning while studying late at night.,0,0,0,1,0
I don't understand why my solution is wrong in Digital Electronics while attending lectures but i want to learn real-world applications of digital electronics while attending lectures.,0,0,1,1,0
I keep getting errors while learning Git while studying late at night.,0,0,0,0,1
I don't feel excited about CSS while attending lectures.,1,0,0,0,0
I feel comfortable learning IoT while attending lectures at the same time i am interested in advanced iot concepts while attending lectures.,0,1,0,1,0
I keep getting confused whenever I study AWS while solving previous papers.,0,0,1,0,0
I understand Biology very well during online classes.,0,1,0,0,0
I feel completely lost while studying Cloud Computing while attending lectures.,0,0,1,0,0
I want to master DBMS while preparing for interviews.,0,0,0,1,0
I cannot concentrate while learning Linux while building projects.,1,0,0,0,0
I can complete React tasks without help while practicing coding.,0,1,0,0,0
I feel comfortable learning Streamlit while solving previous papers.,0,1,0,0,0
I practice MySQL every day while solving assignments.,0,1,0,0,0
I can solve difficult C++ questions while studying late at night.,0,1,0,0,0
I can answer any question related to C++ while solving assignments.,0,1,0,0,0
I cannot understand the logic behind Linear Algebra while solving assignments.,0,0,1,0,0
I want to improve my knowledge in Digital Electronics while preparing for interviews.,0,0,0,1,0
I keep failing while practicing Linux while preparing for interviews.,0,0,0,0,1
I don't know how to start learning IoT while writing code and i cannot finish my project using iot while writing code.,0,0,1,0,1
I feel comfortable learning Computer Vision while writing code while i worked very hard but still don't understand computer vision while writing code.,0,1,0,0,1
I postpone studying Azure because it feels boring while debugging.,1,0,0,0,0
I completed my project using Data Structures successfully while reading textbooks.,0,1,0,0,0
I am improving continuously in Cyber Security while solving assignments.,0,1,0,0,0
I like discovering new topics in Cloud Computing while preparing for interviews.,0,0,0,1,0
I can complete Digital Electronics tasks without help before exams because i am excited to study digital electronics before exams.,0,1,0,1,0
I completed my project using IoT successfully during lab sessions.,0,1,0,0,0
I don't understand Android Development during online classes yet i want to participate in competitions related to android development during online classes.,0,0,1,1,0
I don't understand Operating Systems while practicing coding.,0,0,1,0,0
I solved all coding challenges in Blockchain while preparing for interviews.,0,1,0,0,0
I don't enjoy practicing Computer Vision during online classes although i lose confidence every time i study computer vision during online classes.,1,0,0,0,1
I am exhausted after practicing Python while reading textbooks.,0,0,0,0,1
I like discovering new topics in C++ while building projects and i don't understand why my solution is wrong in c++ while building projects.,0,0,1,1,0
I understand AWS very well while reading textbooks.,0,1,0,0,0
I am exhausted after practicing Ethical Hacking while preparing notes.,0,0,0,0,1
I am confident in Computer Architecture while preparing notes.,0,1,0,0,0
I hate working on GitHub during lab sessions.,0,0,0,0,1
I cannot understand the logic behind Deep Learning during lab sessions.,0,0,1,0,0
I am excited to study Software Engineering while preparing for interviews even though i enjoy helping others understand software engineering while preparing for interviews.,0,1,0,1,0
I feel mentally tired because of Data Structures while debugging.,0,0,0,0,1
I get confused every time I practice Cyber Security while solving previous papers.,0,0,1,0,0
I get confused every time I practice Ethical Hacking while reading textbooks.,0,0,1,0,0
I believe I have mastered Cyber Security while writing code even though i want to learn beyond my syllabus in cyber security while writing code.,0,1,0,1,0
I cannot understand the logic behind Kubernetes while solving assignments.,0,0,1,0,0
I want to build projects using Compiler Design while debugging.,0,0,0,1,0
I worked very hard but still don't understand Streamlit before exams.,0,0,0,0,1
I keep getting distracted during Python while building projects yet i don't know how to solve python while building projects.,1,0,1,0,0
I enjoy asking questions about Linux while preparing for interviews.,0,0,0,1,0
I enjoy solving advanced Artificial Intelligence problems during online classes.,0,1,0,0,0
I am unable to understand Data Structures while studying late at night.,0,0,1,0,0
I keep getting distracted during Machine Learning while preparing for interviews and i feel mentally tired because of machine learning while preparing for interviews.,1,0,0,0,1
I want to build projects using NLP before exams.,0,0,0,1,0
I feel sleepy while studying React before exams however i always get confused between similar topics in react before exams.,1,0,1,0,0
I enjoy learning JavaScript while preparing for interviews.,0,0,0,1,0
I lose interest in Algorithms during lab sessions.,1,0,0,0,0
I enjoy helping others understand Git while preparing notes.,0,1,0,0,0
I don't understand the syntax of Deep Learning while reading textbooks because i enjoy exploring new ideas in deep learning while reading textbooks.,0,0,1,1,0
I want to improve my knowledge in Azure while preparing notes.,0,0,0,1,0
I enjoy asking questions about Discrete Mathematics while practicing coding.,0,0,0,1,0
I completed my project using IoT successfully while preparing notes.,0,1,0,0,0
I cannot stay engaged while learning Deep Learning during lab sessions and i don't understand the syntax of deep learning during lab sessions.,1,0,1,0,0
I am confused about Computer Architecture while completing homework.,0,0,1,0,0
I feel like giving up on IoT while preparing notes.,0,0,0,0,1
I don't know why MySQL is so difficult while studying late at night while i can answer any question related to mysql while studying late at night.,0,1,0,0,1
I am improving continuously in Node.js while practicing coding.,0,1,0,0,0
I don't know which approach to use in Python while completing homework.,0,0,1,0,0
I am tired of debugging Statistics while writing code.,0,0,0,0,1
I feel lazy whenever I open Computer Networks while attending lectures.,1,0,0,0,0
I cannot stay focused during Compiler Design while preparing for interviews but i don't know where i am making mistakes in compiler design while preparing for interviews.,1,0,1,0,0
I cannot solve even simple problems in Blockchain while attending lectures.,0,0,0,0,1
I feel like giving up on NLP during lab sessions.,0,0,0,0,1
I cannot concentrate while learning Computer Vision while solving previous papers.,1,0,0,0,0
I understand Operating Systems very well while preparing for interviews.,0,1,0,0,0
I postpone studying GitHub because it feels boring while completing homework yet i cannot solve even simple problems in github while completing homework.,1,0,0,0,1
I spent hours studying Biology but still failed while debugging.,0,0,0,0,1
I can answer any question related to Data Structures while attending lectures.,0,1,0,0,0
I enjoy helping others understand Software Engineering while practicing coding.,0,1,0,0,0
I keep failing while practicing Discrete Mathematics while attending lectures.,0,0,0,0,1
I don't know which approach to use in Blockchain while studying late at night.,0,0,1,0,0
I am interested in advanced C concepts while attending lectures however i don't feel motivated to study c while attending lectures.,1,0,0,1,0
I am not interested in Software Engineering anymore while writing code.,1,0,0,0,0
I solved all the problems in SQL while practicing coding yet i want to build innovative solutions using sql while practicing coding.,0,1,0,1,0
I can debug AWS programs easily before exams and i am interested in advanced aws concepts before exams.,0,1,0,1,0
I read the topic many times but still don't understand AWS during lab sessions at the same time i am frustrated with aws during lab sessions.,0,0,1,0,1
I don't know how to start learning Computer Vision while completing homework.,0,0,1,0,0
I want to understand every concept of Computer Networks while practicing coding.,0,0,0,1,0
I can solve difficult Computer Networks questions while preparing for interviews.,0,1,0,0,0
I feel sleepy while studying Software Engineering while reading textbooks.,1,0,0,0,0
I cannot stay engaged while learning C while solving assignments.,1,0,0,0,0
I want to master Discrete Mathematics while debugging but i don't know how to start learning discrete mathematics while debugging.,0,0,1,1,0
I feel lazy whenever I open GitHub while solving previous papers.,1,0,0,0,0
I worked very hard but still don't understand Deep Learning while completing homework.,0,0,0,0,1
I cannot differentiate the concepts in Computer Networks while attending lectures however i want to explore research in computer networks while attending lectures.,0,0,1,1,0
I believe I have mastered SQL while reading textbooks and i enjoy learning sql while reading textbooks.,0,1,0,1,0
I keep failing while practicing Physics while practicing coding.,0,0,0,0,1
I love reading about C++ before exams.,0,0,0,1,0
I enjoy learning GitHub while completing homework.,0,0,0,1,0
I feel prepared for my Cloud Computing exam while writing code although i keep failing while practicing cloud computing while writing code.,0,1,0,0,1
I want to learn real-world applications of C++ while building projects.,0,0,0,1,0
I spent hours studying Artificial Intelligence but still failed during online classes while i understand artificial intelligence very well during online classes.,0,1,0,0,1
I enjoy solving advanced Digital Electronics problems during lab sessions.,0,1,0,0,0
I am exhausted after practicing HTML while preparing for interviews.,0,0,0,0,1
I want to learn beyond my syllabus in React while solving assignments.,0,0,0,1,0
I completed my project using IoT successfully while solving assignments.,0,1,0,0,0
I understand Flutter very well during online classes yet i want to improve my knowledge in flutter during online classes.,0,1,0,1,0
I feel prepared for my Data Structures exam while attending lectures and i always fail in data structures while attending lectures.,0,1,0,0,1
I want to become an expert in Discrete Mathematics before exams because i find discrete mathematics extremely difficult before exams.,0,0,1,1,0
I wish Data Structures was more interesting before exams.,1,0,0,0,0
I don't feel motivated to study NLP while preparing for interviews.,1,0,0,0,0
I feel completely lost while studying Node.js while completing homework.,0,0,1,0,0
I feel prepared for my Computer Vision exam while writing code but i want to know more about computer vision while writing code.,0,1,0,1,0
I don't like solving Linux problems anymore while building projects at the same time i cannot understand the logic behind linux while building projects.,1,0,1,0,0
I enjoy solving difficult problems in Azure during online classes.,0,0,0,1,0
I completed my project using Compiler Design successfully while preparing for interviews.,0,1,0,0,0
I am exhausted after practicing Physics before exams.,0,0,0,0,1
I cannot differentiate the concepts in Azure while preparing for interviews.,0,0,1,0,0
I want to learn real-world applications of Python before exams.,0,0,0,1,0
I feel prepared for my Artificial Intelligence exam while completing homework because i keep making the same mistakes in artificial intelligence while completing homework.,0,1,0,0,1
I get confused every time I practice CSS while practicing coding.,0,0,1,0,0
I enjoy solving advanced Computer Networks problems during lab sessions.,0,1,0,0,0
I can debug DBMS programs easily while practicing coding.,0,1,0,0,0
I am improving continuously in Mathematics while completing homework although i feel like giving up on mathematics while completing homework.,0,1,0,0,1
I hate working on Cloud Computing while practicing coding because i am confident in cloud computing while practicing coding.,0,1,0,0,1
I can debug Discrete Mathematics programs easily while building projects.,0,1,0,0,0
I don't know how to start learning Android Development while solving assignments at the same time i want to learn beyond my syllabus in android development while solving assignments.,0,0,1,1,0
I lose confidence every time I study Ethical Hacking while preparing for interviews.,0,0,0,0,1
I enjoy exploring new ideas in Compiler Design while writing code even though i am confused about compiler design while writing code.,0,0,1,1,0
I postpone studying MongoDB because it feels boring while attending lectures yet i don't know how to start learning mongodb while attending lectures.,1,0,1,0,0
I believe I have mastered Java while debugging however i want to improve my knowledge in java while debugging.,0,1,0,1,0
I read the topic many times but still don't understand Physics while completing homework and i want to improve my knowledge in physics while completing homework.,0,0,1,1,0
I keep making the same mistakes in Linux while practicing coding.,0,0,0,0,1
I don't enjoy practicing Java while reading textbooks however i am exhausted after practicing java while reading textbooks.,1,0,0,0,1
I can answer any question related to Android Development while reading textbooks at the same time i am excited to study android development while reading textbooks.,0,1,0,1,0
I keep making the same mistakes in Discrete Mathematics while completing homework.,0,0,0,0,1
I don't enjoy learning Calculus anymore before exams.,1,0,0,0,0
I always fail in JavaScript during lab sessions.,0,0,0,0,1
I cannot stay focused during React while building projects.,1,0,0,0,0
I don't know where I am making mistakes in JavaScript during lab sessions.,0,0,1,0,0
I completed my Data Science assignment successfully while preparing notes.,0,1,0,0,0
I don't like solving Machine Learning problems anymore while completing homework.,1,0,0,0,0
I wish Python was more interesting while practicing coding.,1,0,0,0,0
I keep getting confused whenever I study Computer Architecture while solving previous papers but i love reading about computer architecture while solving previous papers.,0,0,1,1,0
I keep forgetting the concepts of Computer Vision while solving assignments.,0,0,1,0,0
I feel bored while studying IoT while preparing for interviews.,1,0,0,0,0
I find Operating Systems extremely difficult while building projects at the same time i want to improve my knowledge in operating systems while building projects.,0,0,1,1,0
I want to improve my knowledge in CSS while preparing for interviews while i enjoy helping others understand css while preparing for interviews.,0,1,0,1,0
I want to build projects using Azure while preparing for interviews.,0,0,0,1,0
I keep getting errors while learning AWS while debugging.,0,0,0,0,1
I feel mentally tired because of Python during lab sessions.,0,0,0,0,1
I keep forgetting the concepts of Linux during online classes.,0,0,1,0,0
I enjoy learning SQL while debugging.,0,0,0,1,0
I completed my project using AWS successfully while solving previous papers.,0,1,0,0,0
I keep getting confused whenever I study C before exams.,0,0,1,0,0
I cannot differentiate the concepts in Operating Systems while solving previous papers.,0,0,1,0,0
I want to build projects using CSS before exams.,0,0,0,1,0
I enjoy solving advanced MySQL problems while writing code.,0,1,0,0,0
I scored excellent marks in Azure while writing code.,0,1,0,0,0
I enjoy asking questions about AWS while writing code and i completed my aws assignment successfully while writing code.,0,1,0,1,0
I cannot understand the logic behind Algorithms while building projects because i want to explore research in algorithms while building projects.,0,0,1,1,0
I worked very hard but still don't understand Physics while preparing notes while i solved all the problems in physics while preparing notes.,0,1,0,0,1
I enjoy helping others understand IoT during online classes.,0,1,0,0,0
I enjoy asking questions about React before exams.,0,0,0,1,0
I am stressed because of GitHub while attending lectures.,0,0,0,0,1
I postpone studying SQL because it feels boring while solving assignments.,1,0,0,0,0
I am exhausted after practicing NLP while solving previous papers but i solved all the problems in nlp while solving previous papers.,0,1,0,0,1
I want to build innovative solutions using Git during lab sessions.,0,0,0,1,0
I don't like solving Flutter problems anymore while solving previous papers.,1,0,0,0,0
I don't feel motivated to study Calculus while completing homework but i don't know why calculus is so difficult while completing homework.,1,0,0,0,1
I don't enjoy learning Physics anymore while reading textbooks.,1,0,0,0,0
I cannot differentiate the concepts in JavaScript while preparing for interviews at the same time i hate working on javascript while preparing for interviews.,0,0,1,0,1
I can complete Docker tasks without help while preparing notes at the same time i feel like giving up on docker while preparing notes.,0,1,0,0,1
I enjoy solving difficult problems in Machine Learning while preparing notes but i built a complete application using machine learning while preparing notes.,0,1,0,1,0
I keep forgetting the concepts of NLP while debugging and i feel mentally tired because of nlp while debugging.,0,0,1,0,1
I cannot stay focused during Discrete Mathematics during online classes.,1,0,0,0,0
I want to become an expert in Docker during lab sessions.,0,0,0,1,0
I feel comfortable learning Blockchain while solving assignments.,0,1,0,0,0
I solved all the problems in Deep Learning while attending lectures.,0,1,0,0,0
I want to improve my knowledge in Docker while debugging.,0,0,0,1,0
I want to improve my knowledge in Operating Systems while practicing coding but i don't understand why my solution is wrong in operating systems while practicing coding.,0,0,1,1,0
I get confused every time I practice Biology while writing code and i enjoy asking questions about biology while writing code.,0,0,1,1,0
I don't feel excited about Git while reading textbooks.,1,0,0,0,0
I am confident in Python while writing code.,0,1,0,0,0
I keep getting distracted during C++ while preparing notes.,1,0,0,0,0
I want to learn beyond my syllabus in Algorithms while solving previous papers even though i read the topic many times but still don't understand algorithms while solving previous papers.,0,0,1,1,0
I want to build projects using GitHub before exams but i feel comfortable learning github before exams.,0,1,0,1,0
I enjoy asking questions about Linux while building projects.,0,0,0,1,0
I get confused every time I practice SQL before exams.,0,0,1,0,0
I am confused about C while writing code.,0,0,1,0,0
I am not interested in MongoDB anymore while practicing coding.,1,0,0,0,0
I am improving continuously in C++ while preparing for interviews.,0,1,0,0,0
I keep getting confused whenever I study Blockchain while studying late at night.,0,0,1,0,0
I keep failing while practicing Physics while writing code.,0,0,0,0,1
I enjoy asking questions about Calculus while preparing for interviews because i understand calculus very well while preparing for interviews.,0,1,0,1,0
I feel bored while studying Software Engineering during online classes.,1,0,0,0,0
I cannot stay focused during SQL while attending lectures.,1,0,0,0,0
I want to learn real-world applications of Chemistry while writing code.,0,0,0,1,0
I am interested in advanced Linux concepts while solving assignments.,0,0,0,1,0
I cannot differentiate the concepts in Blockchain while practicing coding.,0,0,1,0,0
I keep asking questions because Statistics confuses me while debugging.,0,0,1,0,0
I am confused about Blockchain while reading textbooks.,0,0,1,0,0
I don't like solving MongoDB problems anymore while completing homework.,1,0,0,0,0
I don't enjoy learning DBMS anymore during online classes even though i am stressed because of dbms during online classes.,1,0,0,0,1
I want to master Android Development while writing code.,0,0,0,1,0
I can complete Streamlit tasks without help before exams.,0,1,0,0,0
I read the topic many times but still don't understand Computer Vision while completing homework at the same time i want to build innovative solutions using computer vision while completing homework.,0,0,1,1,0
I lose interest in Deep Learning while preparing notes.,1,0,0,0,0
I am confident in Cyber Security while building projects.,0,1,0,0,0
I don't know where I am making mistakes in React while attending lectures.,0,0,1,0,0
I don't enjoy practicing Operating Systems while building projects.,1,0,0,0,0
I cannot understand the logic behind NLP during online classes because i am interested in advanced nlp concepts during online classes.,0,0,1,1,0
I am improving continuously in Algorithms during online classes.,0,1,0,0,0
I keep forgetting the concepts of Chemistry before exams.,0,0,1,0,0
I want to master Kubernetes while debugging while i can teach kubernetes to my friends while debugging.,0,1,0,1,0
I don't feel motivated to study C++ while practicing coding even though i worked very hard but still don't understand c++ while practicing coding.,1,0,0,0,1
I feel comfortable learning Algorithms while writing code at the same time i feel disappointed with my performance in algorithms while writing code.,0,1,0,0,1
I like discovering new topics in SQL while solving assignments.,0,0,0,1,0
I am interested in advanced Flutter concepts while reading textbooks even though i can teach flutter to my friends while reading textbooks.,0,1,0,1,0
I want to know more about Chemistry while reading textbooks although i solved all the problems in chemistry while reading textbooks.,0,1,0,1,0
I want to learn real-world applications of Azure while preparing notes.,0,0,0,1,0
I cannot understand the logic behind IoT while debugging.,0,0,1,0,0
I am interested in advanced Deep Learning concepts while debugging however i cannot understand the logic behind deep learning while debugging.,0,0,1,1,0
I cannot understand the examples of C++ while attending lectures.,0,0,1,0,0
I solved all coding challenges in AWS while preparing notes.,0,1,0,0,0
I am frustrated with MySQL while solving previous papers.,0,0,0,0,1
I want to build projects using Kubernetes during lab sessions.,0,0,0,1,0
I don't know how to solve Deep Learning during online classes.,0,0,1,0,0
I am improving continuously in CSS during lab sessions.,0,1,0,0,0
I scored excellent marks in Mathematics while reading textbooks yet i want to become an expert in mathematics while reading textbooks.,0,1,0,1,0
I don't know why React is so difficult while preparing notes while i solved all the problems in react while preparing notes.,0,1,0,0,1
I feel sleepy while studying Ethical Hacking while solving assignments although i don't know where i am making mistakes in ethical hacking while solving assignments.,1,0,1,0,0
I want to become an expert in Kubernetes before exams.,0,0,0,1,0
I keep asking questions because Cloud Computing confuses me while solving previous papers.,0,0,1,0,0
I find Node.js repetitive while attending lectures.,1,0,0,0,0
I postpone studying IoT because it feels boring while completing homework at the same time i keep getting errors while learning iot while completing homework.,1,0,0,0,1
I am tired of debugging NLP while debugging.,0,0,0,0,1
I want to participate in competitions related to Blockchain before exams yet i keep getting confused whenever i study blockchain before exams.,0,0,1,1,0
I postpone studying NLP because it feels boring while writing code.,1,0,0,0,0
I cannot understand the logic behind C++ while writing code.,0,0,1,0,0
I am exhausted after practicing Digital Electronics while debugging.,0,0,0,0,1
I want to explore research in Kubernetes while solving assignments.,0,0,0,1,0
I can complete Software Engineering tasks without help while debugging while i spent hours studying software engineering but still failed while debugging.,0,1,0,0,1
I keep asking questions because Cloud Computing confuses me while studying late at night.,0,0,1,0,0
I understand DBMS very well while completing homework but i keep failing while practicing dbms while completing homework.,0,1,0,0,1
I enjoy asking questions about Mathematics while debugging.,0,0,0,1,0
I want to participate in competitions related to Android Development while solving assignments.,0,0,0,1,0
I don't understand Digital Electronics while writing code.,0,0,1,0,0
I want to explore research in Artificial Intelligence while solving previous papers although i am not interested in artificial intelligence anymore while solving previous papers.,1,0,0,1,0
I read the topic many times but still don't understand DBMS while reading textbooks.,0,0,1,0,0
I don't know which approach to use in Mathematics while building projects.,0,0,1,0,0
I keep getting distracted during React while solving previous papers however i cannot understand the logic behind react while solving previous papers.,1,0,1,0,0
I want to improve my knowledge in Kubernetes while practicing coding although i read the topic many times but still don't understand kubernetes while practicing coding.,0,0,1,1,0
I love reading about HTML before exams at the same time i don't know how to start learning html before exams.,0,0,1,1,0
I feel disappointed with my performance in C while completing homework.,0,0,0,0,1
I worked very hard but still don't understand Operating Systems while writing code.,0,0,0,0,1
I am unable to understand Discrete Mathematics while studying late at night.,0,0,1,0,0
I cannot stay focused during MongoDB while solving previous papers however i am tired of debugging mongodb while solving previous papers.,1,0,0,0,1
I am interested in advanced Mathematics concepts while studying late at night.,0,0,0,1,0
I want to build innovative solutions using Azure while practicing coding.,0,0,0,1,0
I am not interested in Digital Electronics anymore during lab sessions while i feel like giving up on digital electronics during lab sessions.,1,0,0,0,1
I solved all the problems in Azure while solving previous papers but i keep making the same mistakes in azure while solving previous papers.,0,1,0,0,1
I feel lazy whenever I open Chemistry while solving assignments.,1,0,0,0,0
I want to know more about Data Structures while studying late at night at the same time i find data structures repetitive while studying late at night.,1,0,0,1,0
I hate working on C while solving previous papers.,0,0,0,0,1
I feel exhausted attending MongoDB lectures while attending lectures and i am exhausted after practicing mongodb while attending lectures.,1,0,0,0,1
I am excited to study Java while preparing for interviews because i find java repetitive while preparing for interviews.,1,0,0,1,0
I understand CSS very well while solving assignments.,0,1,0,0,0
I keep getting confused whenever I study Flutter while studying late at night.,0,0,1,0,0
I can complete Calculus tasks without help while studying late at night while i am stressed because of calculus while studying late at night.,0,1,0,0,1
I wish GitHub was more interesting while building projects and i keep making the same mistakes in github while building projects.,1,0,0,0,1
I don't enjoy practicing Linux while debugging.,1,0,0,0,0
I cannot differentiate the concepts in Deep Learning during online classes.,0,0,1,0,0
I can answer any question related to CSS while studying late at night.,0,1,0,0,0
I lose interest in Artificial Intelligence while studying late at night but i cannot finish my project using artificial intelligence while studying late at night.,1,0,0,0,1
I cannot differentiate the concepts in Ethical Hacking while writing code while i enjoy solving difficult problems in ethical hacking while writing code.,0,0,1,1,0
I am interested in advanced Computer Vision concepts before exams although i don't understand computer vision before exams.,0,0,1,1,0
I am confused about Java while writing code.,0,0,1,0,0
I enjoy learning React while debugging.,0,0,0,1,0
I don't like solving Computer Vision problems anymore while solving previous papers.,1,0,0,0,0
I cannot concentrate while learning Flutter while building projects.,1,0,0,0,0
I completed my project using Operating Systems successfully while preparing for interviews.,0,1,0,0,0
I cannot concentrate while learning GitHub while practicing coding while i don't know where i am making mistakes in github while practicing coding.,1,0,1,0,0
I feel like giving up on Computer Architecture while studying late at night.,0,0,0,0,1
I lose confidence every time I study Artificial Intelligence before exams.,0,0,0,0,1
I am tired of debugging Chemistry while preparing notes at the same time i built a complete application using chemistry while preparing notes.,0,1,0,0,1
I feel overwhelmed while studying Physics while reading textbooks.,0,0,0,0,1
I wish Blockchain was more interesting while practicing coding.,1,0,0,0,0
I love reading about Statistics while reading textbooks.,0,0,0,1,0
I cannot understand the logic behind Docker while preparing notes however i feel like giving up on docker while preparing notes.,0,0,1,0,1
I am confused about Chemistry while writing code.,0,0,1,0,0
I wish Computer Architecture was more interesting before exams.,1,0,0,0,0
I am exhausted after practicing Compiler Design while attending lectures even though i believe i have mastered compiler design while attending lectures.,0,1,0,0,1
I don't enjoy learning Machine Learning anymore during lab sessions however i don't understand why my solution is wrong in machine learning during lab sessions.,1,0,1,0,0
I cannot understand the examples of C while preparing for interviews.,0,0,1,0,0
I don't know where I am making mistakes in C++ while completing homework.,0,0,1,0,0
I am frustrated with Discrete Mathematics while debugging.,0,0,0,0,1
I am excited to study Chemistry while completing homework.,0,0,0,1,0
I can solve difficult Compiler Design questions during online classes.,0,1,0,0,0
I practice C every day during online classes at the same time i don't know why c is so difficult during online classes.,0,1,0,0,1
I feel comfortable learning AWS while solving previous papers.,0,1,0,0,0
I keep making the same mistakes in C++ while building projects.,0,0,0,0,1
I don't know why AWS is so difficult while preparing notes and i solved all coding challenges in aws while preparing notes.,0,1,0,0,1
I don't know how to solve IoT while practicing coding.,0,0,1,0,0
I am improving continuously in Machine Learning while solving previous papers.,0,1,0,0,0
I love reading about C while solving previous papers however i cannot understand the examples of c while solving previous papers.,0,0,1,1,0
I practice Docker every day while preparing for interviews however i hate working on docker while preparing for interviews.,0,1,0,0,1
I lose interest in Mathematics during online classes.,1,0,0,0,0
I believe I have mastered Discrete Mathematics while writing code.,0,1,0,0,0
I solved all coding challenges in Cloud Computing while building projects but i am frustrated with cloud computing while building projects.,0,1,0,0,1
I built a complete application using React while attending lectures yet i want to participate in competitions related to react while attending lectures.,0,1,0,1,0
I am stressed because of MySQL while attending lectures although i can complete mysql tasks without help while attending lectures.,0,1,0,0,1
I cannot stay engaged while learning Operating Systems while preparing notes.,1,0,0,0,0
I always fail in Python while attending lectures.,0,0,0,0,1
I enjoy solving difficult problems in Flutter while debugging at the same time i built a complete application using flutter while debugging.,0,1,0,1,0
I completed my Azure assignment successfully while attending lectures.,0,1,0,0,0
I feel exhausted attending Java lectures before exams and i don't know which approach to use in java before exams.,1,0,1,0,0
I feel exhausted attending CSS lectures while studying late at night.,1,0,0,0,0
I feel prepared for my Flutter exam while attending lectures.,0,1,0,0,0
I lose interest in IoT while writing code.,1,0,0,0,0
I can teach Discrete Mathematics to my friends while debugging.,0,1,0,0,0
I feel bored while studying Kubernetes while practicing coding.,1,0,0,0,0
I want to learn beyond my syllabus in GitHub before exams.,0,0,0,1,0
I want to explore research in Computer Architecture while solving assignments.,0,0,0,1,0
I always get confused between similar topics in Cyber Security while preparing notes.,0,0,1,0,0
I always fail in DBMS while debugging.,0,0,0,0,1
I enjoy asking questions about Algorithms while practicing coding because i wish algorithms was more interesting while practicing coding.,1,0,0,1,0
I want to build projects using IoT while attending lectures.,0,0,0,1,0
I want to build projects using JavaScript while preparing notes.,0,0,0,1,0
I cannot stay engaged while learning Kubernetes while building projects.,1,0,0,0,0
I am tired of debugging HTML while solving assignments.,0,0,0,0,1
I keep asking questions because Linux confuses me while preparing for interviews.,0,0,1,0,0
I am frustrated with Machine Learning while attending lectures yet i enjoy helping others understand machine learning while attending lectures.,0,1,0,0,1
I understand Kubernetes very well while studying late at night.,0,1,0,0,0
I want to explore research in Linux before exams.,0,0,0,1,0
I feel prepared for my C++ exam while debugging.,0,1,0,0,0
I am unable to understand Compiler Design during online classes.,0,0,1,0,0
I get confused every time I practice C during lab sessions.,0,0,1,0,0
I enjoy exploring new ideas in Cyber Security during online classes although i don't know where i am making mistakes in cyber security during online classes.,0,0,1,1,0
I want to become an expert in Machine Learning while building projects and i always get confused between similar topics in machine learning while building projects.,0,0,1,1,0
I want to master GitHub while practicing coding.,0,0,0,1,0
I can solve difficult AWS questions while solving previous papers.,0,1,0,0,0
I cannot solve even simple problems in Cyber Security while solving previous papers.,0,0,0,0,1
I lose interest in Azure while solving assignments.,1,0,0,0,0
I feel lazy whenever I open NLP while writing code.,1,0,0,0,0
I am excited to study GitHub while writing code although i wish github was more interesting while writing code.,1,0,0,1,0
I scored excellent marks in Node.js while debugging and i am interested in advanced node.js concepts while debugging.,0,1,0,1,0
I feel overwhelmed while studying Data Structures while solving previous papers.,0,0,0,0,1
I cannot stay engaged while learning MySQL while solving previous papers.,1,0,0,0,0
I practice Digital Electronics every day while writing code.,0,1,0,0,0
I want to know more about DBMS while attending lectures.,0,0,0,1,0
I scored excellent marks in Computer Networks while debugging.,0,1,0,0,0
I cannot complete my Ethical Hacking assignment while completing homework.,0,0,0,0,1
I solved all coding challenges in Algorithms while solving previous papers while i love reading about algorithms while solving previous papers.,0,1,0,1,0
I lose interest in Deep Learning while reading textbooks.,1,0,0,0,0
I cannot understand the logic behind Python during lab sessions.,0,0,1,0,0
I don't understand the syntax of Compiler Design before exams.,0,0,1,0,0
I cannot finish my project using Deep Learning while practicing coding while i scored excellent marks in deep learning while practicing coding.,0,1,0,0,1
I want to master Biology while completing homework yet i keep getting distracted during biology while completing homework.,1,0,0,1,0
I am exhausted after practicing HTML while solving previous papers and i solved all the problems in html while solving previous papers.,0,1,0,0,1
I read the topic many times but still don't understand Biology during lab sessions while i want to understand every concept of biology during lab sessions.,0,0,1,1,0
I like discovering new topics in DBMS during lab sessions.,0,0,0,1,0
